,target,source,comment
1387,ла̄выгла̄луӈкве,назначать,
1388,ла̄вылтаӈкве,называть,
1389,ла̄глнёл,носок,ноги
1390,ла̄глыл,пешком,
1391,ла̄гыл,нога,
1392,лайхатуӈкве,броситься,
1393,ла̄кв,круг,
1394,ла̄кв,кольцо,
1395,лаквата̄луӈкве,двигать,
1396,лаквсантаӈкве,двигаться,
1397,ла̄квтуӈкве,кружить,
1398,лаквуӈкве,подкрадываться,
1399,лаквхатуӈкве,красться,
1400,ла̄кква,,гл. прист. указывать на рассредоточенность действия
1401,ла̄кква-ня̄влуӈкве,разогнать,
1402,ла̄кква-паргалтаӈкве,рассыпать,
1403,ла̄кква-па̄хвтуӈкве,разбросать,
1404,ла̄кква-па̄хвтуӈкве,раскидать,
1405,ла̄кква-та̄рамла̄лыглаӈкве,распускаться,
1406,ла̄кква-та̄рамлаӈкве,распуститься,
1407,ла̄кква-уртнэ,разделительный,знак
1408,ла̄кква-уртуӈкве,разделить,
1409,ла̄кква-уртуӈкве,раздать,
1410,ла̄кква-уртуӈкве,распределить,
1411,ла̄кква-ха̄йтуӈкве,разбежаться,
1412,ла̄кква-ханала̄луӈкве,расклеивать,
1413,ла̄кква-хартуӈкве,растянуть,
1414,ла̄кква-хилуӈкве,раскопать,
1415,ла̄кква-хилуӈкве,разрыть,
1416,ла̄м,уха,с раздавленными костями
1417,лап,гл. приста.,указывает на замкнутость действия
1418,лап-вермуӈкве,суметь заделать,
1419,лап-воигла̄лыглаӈкве,занести,чем-л.)
1420,ла̄плахтуӈкве,обхитрить,
1421,ла̄плахтуӈкве,обмануть,
1422,лаплахтуӈкве,приподняться,
1423,ла̄плуӈкве,обхитрить,
1424,ла̄плуӈкве,обмануть,
1425,лап-ма̄нигтаӈкве,укутать,
1426,лап-ма̄нигтаӈкве,закутать,
1427,лап-ма̄нигтаӈкве,обмотать,
1428,лап-ма̄нигтахтуӈкве,укутаться,
1429,лап-ма̄ньсалахтуӈкве,укутаться,
1430,лап-пантхатыгла̄луӈкве,закрываться,
1431,лап-пантыгла̄луӈкве,закрывать,
1432,лап-по̄слаӈкве,зарисовать,
1433,лап-рамуӈкве,окопать,
1434,лап-рамхатуӈкве,окопаться,
1435,лап-рамыгла̄луӈкве,закапывать,
1436,лап-ра̄тыгла̄луӈкве,забивать,
1437,лап-ра̄тыгла̄луӈкве,заколачивать,
1438,лап-сагуӈкве,заплести,наглухо
1439,лап-са̄йлыгла̄луӈкве,укрыться,
1440,лап-са̄йлыгла̄луӈкве,покрыться,
1441,лап-то̄варттахтуӈкве,запереться,
1442,лап-тумантахтуӈкве,замкнуть,на замок
1443,лап-тэ̄луӈкве,зарасти,
1444,лап-харыгтаӈкве,погасить,
1445,лап-харыгтаӈкве,затушить,
1446,ласкат,добрый,
1447,ласкат,щедрый,
1448,ла̄тыӈ оигпан о̄влэ,окончание,
1449,ленинец,ленинец,
1450,леӈкталахтуӈкве,тыкаться,
1451,леӈкталахтуӈкве,натыкаться,
1452,леӈктхатуӈкве,наткнуться,
1453,леӈктхатуӈкве,натолкнуться,на кого-либо
1454,леӈктхатуӈкве,что-либо,
1455,лё̄пгантаӈкве,говорить,невпопад
1456,лё̄пгантаӈкве,долго,
1457,лё̄пгантаӈкве,надоедливо,
1458,лёпгасаӈкве,шепнуть,
1459,лё̄пгуӈкве,говорить,невпопад
1460,лё̄х юрт хо̄тпа,спутник,
1461,ловиньтахтуӈкве,рассчитаться,
1462,ловиньтахтуӈкве,считаться,
1463,ловыт,десятый,
1464,лозунг,лозунг,
1465,ло̄вась,скамья,
1466,ло̄вась,скамейка,
1467,лоньхатаӈкве,рухнуть,
1468,ло̄псыт,хлопья,
1469,ло̄татаӈкве,отклеиться,от чего-либо
1470,лотатаӈкве,хрустнуть,быстро
1471,лотах,уголь,
1472,лотгуӈкве,издавать звуки,о жести
1473,ло̄тхатаӈкве,облинять,о материи
1474,лотхатаӈкве,обуглиться,
1475,лотхыӈ,угольный,
1476,лотыхсам,уголёк,
1477,лап-а̄мара̄лыглаӈкве,заливать,
1478,ло̄мт,кусок,
1479,ло̄мт,часть,
1480,лап-ва̄руӈкве,закрыть,
1481,лап-ва̄руӈкве,заделать,
1482,леккар,врач,
1483,леккар,доктор,
1484,лӯпта,лист,
1485,лё̄х ва̄руӈкве,проложить путь,
1486,лёпгил,шёпот,
1487,лё̄муй,комар,
1488,лё̄ӈх,дорога,
1489,лё̄ӈх,путь,
1490,лё̄ӈх,след,
1491,лӯпта э̄тпос,июнь,
1492,лӯи,север,
1493,ловтхатуӈкве,умываться,
1494,ловтхатуӈкве,мыться,
1495,лӯи ма е̄р,север,
1496,луйгуӈкве,щебетать,
1497,луйгуӈкве,петь,
1498,луйгуӈкве,чирикать,о птице
1499,лӯймас,пешня,
1500,лӯймас,дом,
1501,ликмалтаӈкве,приобрести,
1502,ло̄ӈхаль,вниз по реке,
1503,ло̄ӈханьсяп,звонок,предмет 
1504,ло̄ӈханьсяп,колокольчик,
1505,ло̄х,внутренний угол дома,
1506,лап-а̄мараӈкве,залить водой,
1507,ла̄панты,бабочка,
1508,ла̄плаӈкве,обхитрить,
1509,ла̄плаӈкве,обмануть,
1510,лап-ма̄ньсалаӈкве,укутать,
1511,лап-нэ̄гуӈкве,завязать,
1512,лап-по̄хлаптаӈкве,застегнуть,
1513,лап-по̄хлаптахтуӈкве,застегнуться,
1514,лап-пантапаӈкве,захлопнуть,
1515,лап-пантуӈкве,закрыть,
1516,лап-пантхатуӈкве,закрыться,
1517,лап-перуӈкве,перевязать,рану
1518,лап-рамантаӈкве,засыпать,чем-либо
1519,лап-ра̄тантаӈкве,забивать,
1520,лап-ра̄туӈкве,забить,
1521,лап-ра̄туӈкве,заколотить,
1522,лап-со̄сантаӈкве,залить,
1523,лап-со̄сантаӈкве,засыпать,
1524,лап-со̄сантахтыгла̄луӈкве,обливаться,
1525,лап-са̄йлаӈкве,укрыть,
1526,лап-са̄йлаӈкве,покрыть,
1527,лап-са̄йлахтуӈкве,укрыться,
1528,лап-са̄йлахтуӈкве,покрыться,
1529,лап-сартуӈкве,замазать,
1530,лап-то̄варттаӈкве,запереть,
1531,лап-тӯюӈкве,запорошить,снегом
1532,лап-хилуӈкве,закопать,
1533,лап-хилуӈкве,зарыть,
1534,лап-хилхатуӈкве,закопаться,
1535,лап-хилхатуӈкве,зарыться,
1536,ла̄пыгла̄луӈкве,лазить,во что-либо
1537,ла̄пыгла̄луӈкве,куда-либо,
1538,лап-я̄ртуӈкве,загородить,
1539,ларгалтап,юла,игрушка
1540,ларгантаӈкве,вращаться,постоянно
1541,ларгантаӈкве,медленно,
1542,ларгуӈкве,вращаться,
1543,ларгуӈкве,крутиться,
1544,ла̄сиглаӈкве,выслеживать,
1545,ла̄сиглаӈкве,выискивать,
1546,ла̄сьмарт,медленно,
1547,ла̄сьмарт,тихонько,
1548,ла̄сьмарт,потихоньку,
1549,ла̄сьмарт,постепенно,
1550,ла̄сьмарт,осторожно,
1551,ла̄сьхатуӈкве,ожидать,притаившись
1552,ла̄сял,медлительный,
1553,ла̄сял,медленный,
1554,ла̄сял,тихий,
1555,ла̄сял,медленно,
1556,ла̄сял,тихо,
1557,ла̄тыӈ,слово,
1558,ла̄тыӈ,речь,
1559,ла̄тыӈ,весть,
1560,ла̄тыӈ,молва,
1561,латыӈ,важный,
1562,латыӈ,солидный,
1563,латыӈ,видный,
1564,латыӈ,достойный,
1565,ла̄хыс,гриб,
1566,ле̄ккар,врач,
1567,ле̄ккар,доктор,
1568,ле̄ккар тэ̄рпи,лекарство,
1569,лё̄мвой,комар,
1570,лёпгуӈкве,шептать,
1571,лё̄х,дорога,
1572,лё̄х,путь,
1573,лё̄х,след,
1574,лё̄хъяс,тропа,
1575,лё̄хъяс,колея,
1576,ликмуӈкве,ловиться,
1577,ликмуӈкве,попасть,
1578,ликмуӈкве,попасться,в ловушку
1579,ликмхатыглаӈкве,попадаться,в ловушку
1580,ликмыгла̄луӈкве,попадать,в ловушку
1581,лов,десять,
1582,ловиньта̄лыглаӈкве,прочитать,
1583,ловиньта̄лыглаӈкве,просчитать,
1584,ловиньтан хо̄тпа,читатель,
1585,ловиньтаӈкве,читать,
1586,ловиньтаӈкве,считать,
1587,ловиньтаӈкве,посчитать,
1588,ловиньтаӈкве,прочесть,
1589,ловиньтап,чтение,
1590,ловман,десяток,
1591,ловтуӈкве,умывать,
1592,ловтуӈкве,мыть,
1593,ловтуӈкве,помыть,
1594,ловтхатнэ хусап,умывальник,
1595,ломгуӈкве,ворчать,
1596,ломгуӈкве,бормотать,сердито
1597,лосит,просторный,
1598,лосит ма̄,простор,
1599,лось,перепел,
1600,лотых,уголь,
1601,лӯв,кость,
1602,лӯлы,гагарка,
1603,лум,жар,
1604,лумыӈ,жаркий,
1605,лӯнн,внизу,
1606,лӯнн,в низовьях реки,
1607,лӯнн,на севере,
1608,лунт,гусь,птица
1609,лӯптаӈ,лиственный,
1610,лӯргалтаӈкве,звонить,
1611,лӯргуӈкве,звенеть,
1612,лӯс,старица,
1613,лӯс,болото,травянистое
1614,лылаяп,вдох,
1615,лылытэ нэ̄гылтаӈкве,спасите ему жизнь,
1616,лымс-лымыс,мусор,в вихре
1617,лэ̄пыгла̄луӈкве,покрывать,
1618,лэ̄с,силок,
1619,лэ̄с,петля,
1620,лэ̄с,ловушка,
1621,лэ̄станта̄лыглаӈкве,точить,много раз
1622,лэ̄стӯп йӣв,кочерга,
1623,лэ̄стапахтуӈкве,поесть,быстро
1624,лю̄льсыӈ,плохо,
1625,лю̄льсыӈ,неправильно,
1626,лю̄ньсь,плач,
1627,лю̄ньсь пуки,плакса,
1628,лю̄сь пуки,плакса,
1629,ля̄вталтахтуӈкве,заругаться,
1630,ля̄галаӈкве,молвить,
1631,ля̄галаӈкве,повторить,
1632,ля̄ганта̄нтуӈкве,утверждать,
1633,ля̄кан,крючок,дверной 
1634,ля̄кан,задвижка,
1635,ля̄льт-па̄хтуӈкве,забросать,
1636,ля̄льт-хонтыгла̄луӈкве,встречать,
1637,ляпан,близко,по направлению к чему-нибудь
1638,ляпаннув,ближе,
1639,ляпаннув,поближе,
1640,ляпатнув,ближе,
1641,ляпатнув,поближе,
1642,лясатаптуӈкве,щёлкнуть,
1643,лясатаптуӈкве,прищёлкнуть,один раз
1644,лятгалтаӈкве,щёлкнуть,
1645,пионе̄рыт лагерь,пионерский лагерь,
1646,пионерыт-мань ленинцыт,пионеры - юные ленинцы,
1647,ма̄гуӈкве,ввести,что-либо внутрь
1648,майлантаӈкве,выдавать,
1649,ма̄ласьлаӈкве,щупать,
1650,ма̄ласьлаӈкве,ощупывать,
1651,ма̄ласьлаӈкве,шарить,
1652,ма̄лтыпмаӈкве,потеплеть,
1653,маныр,что,
1654,манырма̄гыс,зачем,
1655,мань,сноха,
1656,мань,невестка,
1657,ма̄нь ва̄рмаль,пустяк,
1658,ма̄нь лё̄хъяс,тропка,
1659,ма̄нь-кӯтюврись,щенок,
1660,ма̄ньмантаӈкве,уменьшаться,
1661,ма̄ньмуӈкве,уменьшиться,
1662,марави,сплошной,
1663,марави,густой,
1664,мармысь,тесно,
1665,мастыгла̄луӈкве,одевать,
1666,мастыгла̄луӈкве,обувать,кого-либо
1667,мастыгла̄луӈкве,много раз,
1668,маськ,хвост оленя,
1669,ма̄сьтыр,искусный,
1670,матантаӈкве,стареть,
1671,мата̄рыл,чем-либо,
1672,мата̄рыл лап-сартуӈкве,смазать,чем-либо
1673,ма̄нт,лопата,
1674,ма̄нт,лопатка,
1675,манхурип,какой,
1676,манхурип,какого цвета,
1677,ма̄-вит,природа,
1678,ма̄ӈквла,сова,
1679,ма̄тар,червяк,
1680,ма̄тар,червь,
1681,лэ̄пак,песец,
1682,ма̄ва̄руп,пчела,
1683,ма̄ва̄руп,шмель,
1684,ма̄ва̄руп,овод,
1685,ма̄гва̄руп кол,улей,
1686,марсюм,печальный,
1687,марсюм,тоскливый,
1688,марсюм,скучный,
1689,марсюм,печально,
1690,марсюм,тоскливо,
1691,марсюм,скучно,
1692,ма̄гумта̄нтуӈкве,макать,
1693,ля̄мйив,черёмуха,куст
1694,ма̄ньлат,юный,
1695,ма̄ньлат,молодой,
1696,ма̄ньлат,младший,
1697,лэ̄пта,одеяло,
1698,лылтуӈкве,дышать,
1699,лылы,дыхание,
1700,лылы,жизнь,
1701,лылыӈ,живой,
1702,лылыӈ,свежий,о рыбе
1703,лылыӈ,мясе,
1704,лылыта̄л,мёртвый,
1705,лылыта̄л,неодушевлённый,
1706,лылыэп,воздух,
1707,лыпась,воля,
1708,лыпась,свобода,
1709,лыпась,вольный,
1710,лыпась,свободный,
1711,лыпась,волно,
1712,лыпась,свободно,
1713,лыпась о̄лнэ,самостоятельный,
1714,лыпыӈ,мохнатый,
1715,лыпыӈ,косматый,
1716,лэ̄г,хвост,
1717,лэ̄пта пис,пододеяльник,
1718,лэ̄пхатуӈкве,покрыться,
1719,лэ̄пык,песец,
1720,лэ̄стан,точило,
1721,лэ̄стан,брусок,
1722,лэ̄стантаӈкве,точить,действие
1723,лэ̄стӯпйив,кочерга,
1724,лэ̄стхатуӈкве,поесть,
1725,люлиӈ,высокий,
1726,лю̄ль,плохой,
1727,лю̄ль,вредный,
1728,лю̄ль,небрежный,
1729,лю̄ль,сорный,
1730,лю̄ль,плохо,
1731,лю̄ль тэ̄рпиӈ,ядовитый,
1732,лю̄льсаӈ,плохо,
1733,лю̄льсаӈ,неправильно,
1734,лю̄люӈкве,стоять,
1735,лю̄ньсюӈкве,плакать,
1736,люньсялтахтуӈкве,заплакать,
1737,лю̄сь,плач,
1738,ля̄втуӈкве,ругаться,
1739,ля̄выльттаӈкве,ругать,
1740,ля̄выльттаӈкве,бранить,
1741,лякан,крючок,дверной 
1742,лякан,задвижка,
1743,ля̄кантаӈкве,закрыть,на крючок
1744,ля̄китаӈкве,щекотать,
1745,ля̄льт,гл.прист,указывает на движение навстречу
1746,ля̄льт-хо̄нтуӈкве,встретить,
1747,ля̄м,черёмуха,ягода
1748,ляпа,близкий,
1749,ляпама̄нтуӈкве,подъезжать,
1750,ляпама̄нтуӈкве,приближаться,
1751,ляпама̄нтуӈкве,надвигаться,
1752,ляпамаӈкве,подъехать,
1753,ляпамаӈкве,приблизиться,
1754,ляпат,близко,
1755,ляпат,поблизости,
1756,ляпат,вблизи,
1757,ляпат,недалеко,
1758,лятатаӈкве,треснуть,
1759,лятгил,треск,
1760,лятгил,хруст,
1761,лятгуӈкве,трещать,
1762,лятгуӈкве,хрустеть,
1763,лятгын суй,треск,
1764,лятгын суй,хруст,
1765,ля̄ххал,весть,
1766,ля̄ххал,известие,
1767,ля̄ххал,сообщение,
1768,ля̄ххал,разговор,
1769,маигла̄луӈкве,передавать,
1770,маигла̄луӈкве,сдавать,
1771,маигла̄луӈкве,оказывать,помощь
1772,ва̄й-масуӈкве,обуть,
1773,ма̄,земля,
1774,ма̄,место,
1775,ма̄,местность,
1776,ма̄,страна,
1777,ма̄г,мёд,
1778,ма̄гва̄руп,пчела,
1779,ма̄гва̄руп,шмель,
1780,ма̄гва̄руп,овод,
1781,ма̄гумтаӈкве,сунуть,
1782,ма̄гыл,грудь,
1783,ма̄йт,печень,
1784,ма̄йт,печёнка,
1785,майхатта̄л,упорный,
1786,ма̄к,правда,
1787,ма̄к,истина,
1788,ма̄к,правдивый,
1789,ма̄к,правильный,
1790,ма̄к,правдиво,
1791,ма̄к,действительно,
1792,ма̄лтып,тёплый,
1793,ма̄н,мы,
1794,ма̄н,наш,
1795,мана,какой,
1796,манарыт,что,о многих предметах
1797,манах,сколько,
1798,манрыг,зачем,
1799,манрыг,почему,
1800,мансын,глухарь,
1801,манъяныт,какой величины,
1802,маныгтым,рваный,
1803,ма̄ныр,что,
1804,манырсыр,какой на вид,
1805,ма̄нь,мелкий,
1806,ма̄нь,маленький,
1807,ма̄нь,юный,
1808,ма̄нь,молодой,
1809,ма̄нь,младший,
1810,ма̄ньмалта̄нтуӈкве,уменьшать,
1811,ма̄ньмалтаӈкве,уменьшить,
1812,ма̄нь-ма̄нь,малюсенький,
1813,ма̄ньмис,телёнок,
1814,ма̄ньмис ӯрнэ нэ̄,телятница,
1815,ма̄ньпора,детство,
1816,ма̄ньсуп,штаны,
1817,ма̄ньуй,мошка,
1818,ма̄ньуй,мошкара,
1819,марум,тесный,
1820,марум,тесно,
1821,масантаӈкве,одевать,
1822,маснӯт,одежда,
1823,мастуӈкве,одеть,кого-либо
1824,масхатуӈкве,одеться,
1825,масхатыгла̄луӈкве,одеваться,
1826,масыгла̄луӈкве,одевать,действие
1827,ма̄та̄прись,мышка,
1828,ма̄та̄прись,мышь,
1829,матахкем,несколько,
1830,матахкем,сколько-нибудь,
1831,матым-пора,старость,
1832,матыр койгалан хо̄тпа,следопыт,
1833,матыр суссылтан сюртмил,стрелка,
1834,матыр хултмалтан ла̄тыӈ,объявление,
1835,матыр хӯлтыглан йӣв,указка,
1836,матыр ю̄нтнэ хотпа,швея,
1837,матыр янмалтан ре̄гыӈ кол,теплица,
1838,матыр-па̄тлуптан хо̄тпа,стрелок,
1839,матыр-са̄витэ,количество,
1840,матыр-са̄витэ,число,
1841,матырсырмат,какой-то,
1842,матыр-тынэ,цена,
1843,ме̄т,плата,
1844,метро,метро,
1845,метро станция,станция метро,
1846,ме̄тхум,слуга,
1847,милиционер,милиционер,
1848,миныл,уход,
1849,мир ма̄гыс во̄ритотнэ вармаль,борьба за мир,
1850,мир о̄выл космонавт наме пуссын ваганыл,весь народ знает имя первого космонавта,
1851,миргуӈкве,шуметь,
1852,миркол,сельсовет,
1853,мирн суйтуӈкве,славиться,
1854,мовалаӈкве,засмеяться,
1855,мовиньтаӈкве,смеяться,
1856,мовылтахи,вокруг,
1857,мовылтахи,кругом,
1858,мовылтахи куньтяриӈ кент,шляпа с полями,
1859,молямлым,стремительно,
1860,молямлым,торопливо,
1861,молямтахтмыгтаӈкве,заспешить,
1862,молях миннэ,стремительный,
1863,молях тахапаӈкве,умчаться,
1864,молях тахнэ,стремительный,
1865,мор,железа,
1866,мор,небольшая опухоль,
1867,мо̄р во̄р,глушь,
1868,морах,морошка,
1869,мо̄ртыгла̄луӈкве,измерять,
1870,мо̄ртыгла̄луӈкве,примерять,
1871,моряк,моряк,
1872,мосе̄рт,скоро,
1873,мосе̄рт,вскоре,
1874,мосе̄ртын,скоро,
1875,мосе̄ртын,вскоре,
1876,мось аюӈкве,попить,
1877,мось ёнгуӈкве,поиграть,
1878,мось консасьлаӈкве,поцарапать,
1879,мось лю̄ляхолуӈкве,постоять на ногах,
1880,мось мовиньтаӈкве,посмеяться,
1881,мось мовиньтаӈкве,пошутить,над кем-либо
1882,мось мувиньтаӈкве,посмеяться,
1883,мось-мӯйлуӈкве,погостить,
1884,мось-нёвитаӈкве,покачать,
1885,мось-номсаӈкве,подумать,
1886,мось-о̄ллыгтаӈкве,пробыть,
1887,мось-поргасьлаӈкве,поработать,
1888,мось-рӯпитаӈкве,поработать,
1889,мось-са̄ритаӈкве,пожарить,
1890,мось-тахсуӈкве,покататься,
1891,мось-тахсуптаӈкве,покатать,
1892,мось-тыттуӈкве,покормить,
1893,мось-ӯнлуӈкве,посидеть,
1894,мось-ӯруӈкве,подождать,
1895,мось-ӯрхатуӈкве,подождать,
1896,мось-ӯсьлахтуӈкве,передохнуть,
1897,мось-хайтыглаӈкве,побегать,
1898,мось-хартата̄луӈкве,покатать,
1899,мось-хосгуӈкве,покачать,
1900,мось-хоссыгхатуӈкве,покачаться,
1901,мось-хӯнтлаӈкве,послушать,
1902,мось-хуюӈкве,поспать,
1903,мось-э̄ргуӈкве,попеть,
1904,мо̄тор,мотор,
1905,моторыӈ ха̄п,моторная лодка,
1906,молямлан,срочный,
1907,милысил,глубоко,
1908,мискол,коровник,
1909,мовиньт,смех,
1910,мо̄йтак,мыло,
1911,мо̄ртыс,в пору,
1912,мо̄ртыс,в самый раз,
1913,мо̄йт,сказка,
1914,мо̄йтуӈкве,рассказывать сказки,
1915,мо̄лхо̄тал,вчерашний,
1916,мо̄лхо̄тал,вчера,
1917,мо̄лхо̄тал,накануне,
1918,мо̄ртуӈкве,измерить,
1919,мо̄ртуӈкве,мерить,
1920,мо̄ртуӈкве,примерить,
1921,мо̄ртым ма̄,юг,
1922,мо̄ртыс ке̄м,примерно,
1923,мо̄ртыс ке̄м,столько,
1924,мо̄ртыс ке̄м,сколько надо,
1925,мо̄ртыс порат,вовремя,
1926,мо̄т,другой,
1927,мо̄т,чужой,
1928,мо̄т,остальной,
1929,мо̄т сирыл,по-другому,
1930,мо̄т сирыл,по-иному,
1931,мо̄т сирыл,иначе,
1932,мо̄тан,другой,
1933,мо̄тан,чужой,
1934,мо̄тан,остальной,
1935,мо̄тхо̄тал,послезавтра,
1936,мо̄тхо̄тпа,чужой,
1937,мо̄тыт,следующий,
1938,матахмат,несколько,
1939,матувъяӈкве,постареть,
1940,матум,старый,о ком-либо
1941,матум-о̄йка,старик,
1942,матум-э̄ква,старуха,
1943,матуӈкве,состариться,
1944,матырсыр,какой-то,
1945,ма̄хар,слон,
1946,ма̄хар нёл,хоббот,
1947,ма̄хум,народ,
1948,ма̄хум,народный,
1949,медалил мӯйлупта̄вес,награждён медалью,
1950,медаль,медаль,
1951,ме̄н,мы двое,
1952,ме̄сыг,извилина,
1953,ме̄сыг,излучина,
1954,ме̄талаӈкве,нанять,
1955,ме̄тыӈ,ценный,
1956,ме̄тыӈ,дорогой,
1957,мил,глубина,
1958,милысин,глубоко,
1959,милыт,глубокий,
1960,минмыгтаӈкве,пойти,
1961,минмыгтаӈкве,поехать,
1962,минмыгтаӈкве,полететь,
1963,минмыгтаӈкве,отправиться,
1964,минуӈкве,пойти,
1965,минуӈкве,идти,
1966,минуӈкве,уходить,
1967,минуӈкве,ехать,
1968,минуӈкве,лететь,
1969,миныгла̄луӈкве,уходить,
1970,мир,люди,
1971,мир,народ,
1972,мир,общество,
1973,мир,народный,
1974,мир,общественный,
1975,мис,корова,
1976,мовылтаӈкве,окружить,
1977,мовылтаӈкве,обойти,
1978,мовылтаӈкве,обогнать,
1979,мовыр,колотушка,
1980,мовыр,колот,для сбивания шишек
1981,мольсяӈ,малица,
1982,молямлаӈкве,поспешить,
1983,молямлаӈкве,спешить,
1984,молямлаӈкве,торопиться,
1985,молямтан,срочный,
1986,молямтаӈкве,торопить,
1987,молямтахтуӈкве,спешить,
1988,молямтахтуӈкве,торопиться,
1989,молямтахтуӈкве,заторопиться,
1990,молямтахтым,поспешно,
1991,молямтахтым,торопливо,
1992,молях,быстрый,
1993,молях,скорый,
1994,молях,спешный,
1995,молях,торопливый,
1996,молях,быстро,
1997,молях,скоро,
1998,молях,спешно,
1999,молях,торопливо,
2000,мори,небрежный,
2001,мори,шальной,
2002,мори,зря,
2003,мори,попусту,
2004,морых,морошка,
2005,мос,болезнь,тяжёлая
2006,мось,немного,
2007,мосьнув,немного,
2008,мосьнув,слегка,
2009,мосься,мало,
2010,мосьсял-мосьсял,понемногу,
2011,мосьсямта̄лыглаӈкве,отнимать,
2012,мосьсямта̄лыглаӈкве,вычитать,
2013,мосьсямта̄лыглаӈкве,уменьшать,
2014,мосьсямтаӈкве,отнять,
2015,мосьсямтаӈкве,вычесть,
2016,мохлыл,узел,
2017,мохсаӈ,муксун,
2018,мувылтаӈкве,окружить,
2019,мувылтаӈкве,обойти,
2020,мувылтаӈкве,обогнать,
2021,мувыр,колотушка,
2022,мувыр,колот,для сбивания шишек
2023,музей,музей,
2024,мӯйлыгла̄луӈкве,бывать в гостях,
2025,мулум,шаловливый,
2026,муӈкали,пучок,
2027,мӯри,панты,молодой рог оленя
2028,на̄иӈтуйт,поезд,
2029,на̄иӈтуйт,паровоз,
2030,на̄иӈтуйт,тепловоз,
2031,мутра,мудрённость,
2032,мутраӈ,мудрёный,
2033,хатыр хомыл,что-то,
2034,школьный музей,школьный музей,
2035,матса̄вит нё̄туӈкве,прибавить,
2036,на̄йн тыттуӈкве,сжечь,
2037,на̄лув-нарыгтахтуӈкве,отталкивать,от берега
2038,намталахтыгла̄луӈкве,дразниться,иногда
2039,мӯрмуӈкве,нырнуть,
2040,нё̄рай,гибкий,о черёмухе
2041,нё̄рхай,гибкий,о черёмухе
2042,нильтаӈ,яр,крутой песчаный берег
2043,нильтаӈ ва̄та,песчаный высокий берег,
2044,не̄выр,жеребёнок,
2045,не̄р,пена,
2046,нёл,нос,
2047,на̄й пистам,пожар,
2048,мули,косяк,
2049,мули,стая,
2050,нир,прут,
2051,нир,хворостина,
2052,нёр,пологий,
2053,мӯйлапси,подарок,
2054,мӯйлапси,премия,
2055,мӯйлапси,награда,
2056,мӯйласпи,подарок,
2057,мӯйласпи,премия,
2058,мӯйласпи,награда,
2059,на̄иӈхап,судно,
2060,на̄иӈхап,пароход,
2061,на̄иӈхап,теплоход,
2062,нир са̄н,лукошко,
2063,нила,четыре,
2064,мулумлан пы̄грись,шалун,
2065,на̄ӈк йӣв,лиственница,
2066,на̄ӈкасьлаӈкве,виднеться,
2067,мо̄ртым,южный,
2068,мувиньт,смех,
2069,мувылтахи,вокруг,
2070,мувылтахи,кругом,
2071,мӯйлалта̄лыглаӈкве,угощать,
2072,мӯйлалтан нак,утренник,мероприятие
2073,мӯйлалтаӈкве,угостить,
2074,мӯйлалтаӈкве,угощать,
2075,мӯйлалтаӈкве,принимать гостей,
2076,мӯйлалтап,угощение,
2077,мӯйлуӈкве,гостить,
2078,мӯйлуӈкве,угощаться,
2079,мӯйтак,мыло,
2080,мулумлаӈкве,шалить,
2081,мӯӈи,яйцо,
2082,мӯрсаӈкве,нырять,
2083,мӯстуӈкве,нравиться,
2084,мӯстуӈкве,понравиться,
2085,мӯстын,приятный,
2086,мӯстынэ,полезный,
2087,мӯстынэ,полезно,
2088,мӯсхал,аккуратный,
2089,мӯсхал,аккуратно,
2090,мӯсхал,тщательно,
2091,мӯсхалыг,аккуратно,
2092,мӯсхалыг,тщательно,
2093,на̄й,огонь,
2094,на̄й,костёр,
2095,на̄йив-о̄рас,полено,
2096,на̄йн па̄лтнут,топливо,
2097,на̄йн тыттыгла̄луӈкве,сжигать,
2098,нак,случай,
2099,нак,обстоятельство,
2100,нак,повод,
2101,нак-сыпта̄л,благополучно,
2102,нал,гл. приставка,указывает на движение к границе водоёма
2103,нал,костра,
2104,на̄лми,прибрежный,
2105,на̄лув,гл. приставка,указывает на движение к границе водоёма
2106,на̄лув,костра,
2107,на̄лув-тагатаӈкве,повесить,над костром
2108,на̄лув-ӯнттуӈкве,поставить,к костру
2109,на̄лув-ӯнттуӈкве,к берегу,
2110,на̄лув-хулитахтуӈкве,отчаливать,от берега
2111,налыман,сорок,
2112,нам,имя,
2113,нам,название,
2114,намая̄лыглаӈкве,называть,
2115,намаяӈкве,назвать,
2116,намаяӈкве,наименование,
2117,нампа,именитый,
2118,нампа,имеющий имя,
2119,намтала̄лыглаӈкве,дразнить,иногда
2120,намталаӈкве,дразнить,
2121,намталахтуӈкве,дразниться,
2122,намыл,нарочно,
2123,намыл,умышленно,
2124,наӈ,ты,
2125,наӈ,твой,
2126,на̄ӈк,лиственница,
2127,наӈки,ты сам,
2128,на̄ӈкилыӈ,заметный,
2129,на̄ӈкилыӈ,видный,
2130,на̄ӈкнэ,вид,
2131,на̄ӈкнэ,видный,
2132,на̄ӈкуӈкве,видеть,
2133,на̄ӈкуӈкве,виднеться,
2134,нар,повод,
2135,нар,основание,для действий
2136,на̄р,скелет,
2137,на̄р,худой,
2138,на̄р,тощий,
2139,нар-кер,повод,
2140,нар-кер,предлог,
2141,нарыгтап,напор,
2142,нас,простой,о человеке
2143,насаки,оказывается,фактически
2144,наска̄ссыг,напрасно,
