|target|source|comment
1344|ла̄кква-ӯнттуӈкве|рассадить|
1345|ла̄кква-ӯнтуӈкве|рассесться|
1346|ла̄пала̄луӈкве|обманывать|
1347|ла̄панты|бабочка|
1348|ла̄пка|магазин|
1349|ла̄плуӈкве|обмануть|
1350|ла̄плыл|обман|
1351|ла̄сиглаӈкве|выслеживать|
1352|ла̄сьлакв|постепенно|
1353|ла̄сьлакв|потихоньку|
1354|ла̄сьмарт|постепенно|
1355|ла̄сьхатуӈкве|ожидать|притаившись
1356|ла̄сял|медленный|
1357|ла̄сял|тихий|
1358|ла̄т|манера|
1359|ла̄тыӈ|слово|
1360|ла̄тыӈ|речь|
1361|ла̄тыӈ|молва|
1362|ла̄тыӈ|весть|
1363|ла̄тыӈ миӈкве|обещать|
1364|ла̄хыс|гриб|
1365|ӯлам|одежда|
1366|лав|ненависть|
1367|лав нэ̄гылттаӈкве|презирать|
1368|лайхатуӈкве|броситься|
1369|лайхатыгла̄луӈкве|бросаться|
1370|лаквасаптуӈкве|двинуть|
1371|лаквасаӈкве|подвинуться|
1372|лаквата̄луӈкве|двигать|
1373|лаквтуӈкве|подвинуть|
1374|лаквуӈкве|двигаться|
1375|лап-а̄мараӈкве|залить|водой
1376|лап-ва̄руӈкве|заделать|
1377|лап-во̄тастаӈкве|занести снегом|
1378|лап-лэ̄пуӈкве|закрыть|покрывалом
1379|лап-ма̄гумтаӈкве|заткнуть|
1380|лап-ма̄нигтаӈкве|закутать|
1381|лап-нэ̄гуӈкве|завязать|
1382|лап-нэ̄гуӈкве|обвязать|
1383|лап-пантуӈкве|закрыть|
1384|лап-пе̄руӈкве|замотать|
1385|лап-пе̄руӈкве|обмотать|
1386|лап-ра̄туӈкве|забить|
1387|лап-ра̄туӈкве|заколотить|
1388|лап-са̄йлуӈкве|заслонить|
1389|лап-сартуӈкве|замазать|
1390|лап-со̄суӈкве|залить|
1391|лап-тагатаӈкве|завесить|
1392|лап-тотуӈкве|занести|снегом
1393|лап-тотуӈкве|облаками|
1394|лап-тумантаӈкве|замкнуть|на замок
1395|лап-тӯюӈкве|запорошить|снегом
1396|лап-ханлаӈкве|заклеить|
1397|лап-харыгтаӈкве|погасить|
1398|лап-ю̄нтуӈкве|зашить|
1399|лап-я̄ртуӈкве|загородить|
1400|лап-я̄ртуӈкве|перегородить|
1401|лап-яныгмаӈкве|зарасти|
1402|лап-яныгмаӈкве|обрасти|
1403|лапуӈкве|подняться|при взлёте
1404|ларгалтаӈкве|вертеть|
1405|ларгалтаӈкве|крутить|
1406|ларгуӈкве|крутиться|
1407|ларысь|хвощ|
1408|ласкат|добрый|
1409|ласкат|щедрый|
1410|ле̄ккар|врач|
1411|ле̄ӈкталахтуӈкве|натыкаться|
1412|ле̄ӈктуӈкве|вбить|гвоздь
1413|ле̄ӈктуӈкве|повторить|сказанное
1414|ле̄ӈктхатуӈкве|наткнуться|
1415|ле̄ӈктхатыгла̄луӈкве|натыкаться|
1416|ле̄ӈктхатыгла̄луӈкве|наталкиваться|
1417|лё̄мвой|комар|
1418|лё̄мвой то̄р|накомарник|
1419|лё̄хъяс|тропа|
1420|лё̄ӈх|дорога|
1421|лё̄ӈх|путь|
1422|лё̄ӈх|след|
1423|лӯима̄|север|
1424|лӯима̄|северная страна|
1425|ликмуӈкве|попасть|в ловушку
1426|ликмыгла̄луӈкве|попадать|в ловушку
1427|лӯймас|пешня|
1428|лӯлы|гагарка|
1429|ӯлмаяӈкве|сниться|
1430|ӯлмаяӈкве|видеть сон|
1431|ӯлмыӈ|сонный|
1432|ло̄вась|скамья|
1433|ло̄маралуӈкве|морщиться|
1434|ло̄мт|часть|
1435|ло̄мт|кусок|
1436|ло̄тхатаӈкве|линять|терять окраску
1437|ло̄х|заводь|
1438|ло̄х|залив|
1439|ло̄х|бухта|
1440|ло̄х|внутренний угол|в доме
1441|ло̄ӈхаль|на север|
1442|ло̄ӈхаль|вниз по реке|
1443|ло̄ӈханьсяп|колокольчик|
1444|ло̄ӈханьсяп|звонок|предмет
1445|лов|десять|
1446|ловиньтан ва̄рмаль|чтение|
1447|ловиньтан ва̄рмаль|счет|действие
1448|ловиньтахтуӈкве|отчитаться|
1449|ловиньтахтуӈкве|рассчитаться|
1450|ловиньтахтыгла̄луӈкве|отчитываться|
1451|ловиньтахтыгла̄луӈкве|рассчитываться|
1452|ловиньтаӈкве|читать|
1453|ловиньтаӈкве|считать|
1454|ловит|десятый|
1455|ловман|десяток|
1456|ловтуӈкве|мыть|
1457|ловтуӈкве|умывать|
1458|ловтхатуӈкве|мыться|
1459|ловтхатуӈкве|умыться|
1460|ловтхатыгла̄луӈкве|мыться|
1461|ловтхатыгла̄луӈкве|умываться|
1462|лолгуӈкве|галдеть|
1463|лолта|заплата|
1464|ломари|морщина|
1465|ломариӈ|морщинистый|
1466|ломарта̄луӈкве|морщить|
1467|ломартахтыглаӈкве|морщиться|
1468|ломгалтахтуӈкве|забрюзжать|
1469|ломгалтахтуӈкве|забормотать|
1470|ломгуӈкве|ворчать|
1471|лоньсиӈ|тёплый|о воде
1472|лоньхатаӈкве|упасть|
1473|лоньхатаӈкве|свалиться|
1474|лосит|просторный|
1475|лосит|обширный|
1476|лось|перепел|
1477|лосьгуӈкве|зудеться|
1478|лосьгуӈкве|чесаться|
1479|лотгуӈкве|трещать|
1480|лотых|уголь|
1481|лӯпи|коряга|
1482|лӯпта|лист|
1483|лӯптаӈ|лиственный|
1484|лӯргуӈкве|звенеть|
1485|лӯс|болотистый луг|
1486|ӯлтыхум|свидетель|
1487|ӯлум|сон|
1488|лув|кость|
1489|лув|лошадь|
1490|лувкол|конюшня|
1491|лувыӈ|костяной|
1492|лувыӈ|костлявый|
1493|луйгалтахтуӈкве|запеть|
1494|луйгалтахтуӈкве|защебетать|о птице
1495|луйгил|щебет|
1496|луйгил|пение|о птице
1497|луйгуӈкве|щебетать|
1498|луйгуӈкве|петь|о птице
1499|лум|жар|
1500|лумыӈ|жаркий|
1501|лунт|гусь|птица
1502|лунт пы̄грись|гусёнок|
1503|лусытаӈкве|служить|
1504|лусь|слюна|
1505|лыӈкве|кинуть|
1506|лыӈкве|бросить|
1507|лыӈкве|метнуть|
1508|ӯлы|воспевание|
1509|ӯлы|восхваление|
1510|ӯлылаӈкве|восхвалять|
1511|ӯлылаӈкве|воспевать|
1512|ӯлысь|челюсть|
1513|лыви|тина|
1514|лылаяӈкве|вдохнуть|
1515|лылтасаӈкве|вздохнуть|
1516|лылтуӈкве|дышать|
1517|лылы|дыхание|
1518|лылы|жизнь|
1519|лылы пӯвласаӈкве|дохнуть|
1520|лылы та̄рата̄лыглаӈкве|выдыхать|
1521|лылы та̄рматуӈкве|выдохнуть|
1522|лылы хартуӈкве|вдыхать|
1523|лылы хасумтаӈкве|вдохнуть|
1524|лылыта̄л|неживой|
1525|лылыэп|воздух|
1526|лылыӈ|живой|
1527|лылыӈ|свежий|о рыбе
1528|лыпась паттуӈкве|освободить|
1529|лыпась патуӈкве|освободиться|
1530|лыпиӈ|лохматый|
1531|лысинта̄лыглаӈкве|кидать|
1532|лысинта̄лыглаӈкве|метать|
1533|лысинта̄лыглаӈкве|бросать|
1534|ӯльна|воля|
1535|ӯльна|свобода|
1536|ӯльпа|кедр|
1537|ӯльпаси|кедровник|
1538|лэ̄ватаӈкве|вынуть|
1539|лэ̄гпуӈкве|линять|
1540|лэ̄пта|покрывало|
1541|лэ̄пта|одеяло|
1542|лэ̄пуӈкве|покрыть|
1543|лэ̄пхатуӈкве|покрыться|
1544|лэ̄пхатыгла̄луӈкве|покрываться|
1545|лэ̄пыгла̄луӈкве|покрывать|
1546|лэ̄пык|песец|
1547|лэ̄с|силок|
1548|лэ̄с|ловушка|петля
1549|лэ̄стан|брусок|
1550|лэ̄стантаӈкве|точить|
1551|лэ̄сьмалта̄лыглаӈкве|разводить огонь|
1552|лэ̄сьмалтаӈкве|развести огонь|
1553|лэ̄ӈкв|детское меховое одеяльце|
1554|лэ̄ӈын|белка|
1555|лю̄камтаӈкве|упрекать|
1556|лю̄лит|высота|
1557|лю̄лит|рост|
1558|лю̄лиӈ|высокий|
1559|лю̄ль|плохой|
1560|лю̄льсыӈ|плохо|
1561|лю̄люӈкве|стоять|
1562|лю̄ляхо̄луӈкве|стоять|
1563|лю̄ньсюӈкве|плакать|
1564|лю̄ньсялтахтуӈкве|заплакать|
1565|лю̄сьсуй|плач|
1566|ля̄втуӈкве|ругаться|
1567|ля̄выльттаӈкве|ругать|
1568|ля̄галаӈкве|молвить|
1569|ля̄гантаӈкве|говорить|медленно
1570|ля̄м|черёмуха|ягода
1571|ля̄мйив|черёмуха|куст
1572|ля̄сямлаӈкве|утихнуть|
1573|ля̄сямлаӈкве|замедлить|
1574|ля̄сямтаӈкве|медлить|
1575|ля̄ххал|весть|
1576|ля̄ххал|сообщение|
1577|лякан|задвижка|дверная
1578|лякитаӈкве|щекотать|
1579|ляпа|близкий|
1580|ляпама̄лыглаӈкве|приближаться|
1581|ляпамаӈкве|приблизиться|
1582|ляпамта̄лыглаӈкве|приближать|
1583|ляпамтаӈкве|приблизить|
1584|лясатаптуӈкве|щёлкнуть|
1585|лясатаптуӈкве|прищёлкнуть|
1586|лясгуӈкве|щёлкать|
1587|лятата̄нтуӈкве|потрескивать|
1588|лятатаптуӈкве|хрустнуть|
1589|лятатаптуӈкве|треснуть чем-либо|
1590|лятатаӈкве|треснуть|
1591|лятгилыӈ|трескучий|
1592|лятгуӈкве|трещать|
1593|мӯӈи|яйцо|
1594|ма̄|земля|
1595|ма̄|место|
1596|ма̄|страна|
1597|ма̄г|мёд|
1598|ма̄гва̄руп|пчела|
1599|ма̄гумтахтуӈкве|сунуться|
1600|ма̄гумтаӈкве|сунуть|
1601|ма̄гуӈкве|совать|
1602|ма̄гыл|грудь|
1603|ма̄гырта̄лыглаӈкве|заставлять|
1604|ма̄гыртаӈкве|заставить|
1605|ма̄гыртаӈкве|принудить|
1606|ма̄гыӈ|медовый|
1607|ма̄йт|печень|
1608|ма̄к|правда|
1609|ма̄кол|землянка|
1610|ма̄кы̄г|обязательно|
1611|ма̄кыӈысь|правдиво|
1612|ма̄ласьлаӈкве|щупать|
1613|ма̄ласьлаӈкве|шарить|
1614|ма̄лая̄луӈкве|пощупать|
1615|ма̄лая̄луӈкве|потрогать|
1616|ма̄лтып|тёплый|
1617|ма̄лтыпмаӈкве|потеплеть|
1618|ма̄н|мы|
1619|ма̄н|нам|
1620|ма̄нигтахтуӈкве|завернуться|
1621|ма̄нигтахтуӈкве|закутаться|
1622|ма̄нигтаӈкве|завернуть|
1623|ма̄нигтаӈкве|закутать|
1624|ма̄нт|лопата|
1625|ма̄ныр||мест.
1626|ма̄ныр|что|
1627|ма̄нырсыр|какой|
1628|ма̄нырсыр|какого рода|
1629|ма̄нь олнкер|мелочь|о деньгах
1630|ма̄ньлат|молодой|
1631|ма̄ньлат|юный|
1632|ма̄ньлат ма̄хум|молодёжь|
1633|ма̄ньлат пора|молодость|
1634|ма̄ньлат пора|юность|
1635|ма̄ньмил|свёрток|
1636|ма̄ньмис|телёнок|
1637|ма̄ньпора|детство|
1638|ма̄ньсак|бисер|
1639|ма̄ньсалаӈкве|мять|
1640|ма̄ньси|манси|
1641|ма̄ньсункве|санки|
1642|ма̄ньсуп|штаны|
1643|ма̄ньхул|малёк|
1644|ма̄нюй|мошкара|
1645|ма̄нюмтаӈкве|обернуть|завернуть во что-нибудь
1646|ма̄нют|малютка|
1647|ма̄порсуй|мышь|
1648|ма̄сьтыр|искусный|
1649|ма̄сьтырлаӈкве|мастерить|
1650|ма̄тапрись|мышь|
1651|ма̄тар|червь|дождевой
1652|ма̄тьня|мотня|в неводе
1653|ма̄хар|мамонт|
1654|ма̄хум|народ|
1655|ма̄хум|люди|
1656|ма̄ӈквла|сова|
1657|ма̄ӈхв|обух|
1658|маимут|задание|
1659|майла̄луӈкве|отдавать|
1660|майла̄луӈкве|сдавать|
1661|майла̄лыглаӈкве|давать|неоднократно
1662|майхатуӈкве|сдаться|
1663|майхатыгла̄луӈкве|сдаваться|
1664|манах|сколько|
1665|мангасьлаӈкве|трепать|
1666|манкем|сколько|
1667|манрыг||нареч.
1668|манрыг|почему|
1669|манрыг|зачем|
1670|манса̄вит||нареч.
1671|манса̄вит|сколько|
1672|мансын|глухарь|
1673|манумтахтуӈкве|рвануться|
1674|манумтаӈкве|рвануть|
1675|манурыл||нареч.
1676|манурыл|как|
1677|манурыл|каким образом|
1678|манхурип||мест.
1679|манхурип|какой|
1680|маныгтаӈкве|рвать|
1681|маныгтаӈкве|дёргать|
1682|мань|сноха|
1683|маньнэ|невеста|
1684|марави|сплошной|
1685|марави|глухой|без отверстия
1686|марлуӈкве|сжать|
1687|марлуӈкве|стеснить|
1688|марсюм|тоскливый|
1689|марсюм|скучный|
1690|марсюм|скучно|
1691|марсюм|грустно|
1692|марсюмаӈкве|скучать|
1693|марсюмаӈкве|тосковать|
1694|марсюмлаӈкве|загрустить|
1695|марсюмы̄г|скучно|
1696|марсюмы̄г|грустно|
1697|марум|тесный|
1698|маруӈкве|стесниться|
1699|маруӈкве|сжаться|
1700|марылтахтуӈкве|тесниться|
1701|марылтаӈкве|теснить|
1702|маснут|одежда|
1703|мастуӈкве|одеть|
1704|мастуӈкве|обуть|
1705|масуӈкве|одевать|на себя
1706|масуӈкве|обувать|себя
1707|масхатуӈкве|одеться|
1708|масхатуӈкве|обуться|
1709|масыгла̄луӈкве|одевать|
1710|масыгла̄луӈкве|обувать|
1711|маськ|хвост оленя|
1712|матахкем||мест.
1713|матахкем|несколько|
1714|матахмат||мест.
1715|матахмат|несколько|
1716|матум|старый|о живом существе
1717|матум о̄йка|старик|
1718|матум пора|старость|
1719|матум э̄ква|старуха|
1720|матумпа̄ла|пожилой|
1721|матуӈкве|состариться|
1722|матхурип||мест.
1723|матхурип|какой-то|
1724|матъёмас|замечательно|
1725|матъёмас|очень кстати|
1726|матыр||мест.
1727|матыр|что-то|
1728|матыр|что-либо|
1729|матыр|что-нибудь|
1730|матырмат||мест.
1731|матырмат|какой-то|
1732|матырмат|какой-нибудь|
1733|матырсыр||мест.
1734|матырсыр|какой-то|
1735|маянтаӈкве|давать|
1736|маянтаӈкве|сдавать|
1737|маянтаӈкве|отдавать|
1738|мӯвлахи||нареч.
1739|мӯвлахи|кругом|
1740|мӯвлахи|вокруг|
1741|мӯвылта̄лыглаӈкве|окружать|
1742|мӯвылтаӈкве|окружить|
1743|мӯвыр|дубина|
1744|мӯвыр|колот|для сбивания кедровых шишек
1745|ме̄ритаӈкве|мерять|
1746|ме̄сгыӈ|извилистый|
1747|ме̄сыг|извилина|
1748|ме̄сыг|излучина|реки
1749|ме̄т|плата|
1750|ме̄тала̄лыглаӈкве|нанимать|
1751|ме̄талахтуӈкве|наняться|
1752|ме̄талахтыглаӈкве|наниматься|
1753|ме̄талаӈкве|нанять|
1754|ме̄ӈкв|великан|
1755|миӈкве|дать|
1756|мил|глубокий|
1757|милысь|глубоко|
1758|милыт|глубина|
1759|минмыгтаӈкве|пойти|
1760|минмыгтаӈкве|поехать|
1761|минмыгтаӈкве|полететь|
1762|минуӈкве|идти|
1763|минуӈкве|ехать|
1764|минуӈкве|лететь|
1765|миныгла̄луӈкве|расходиться|
1766|миныгла̄луӈкве|разъезжаться|
1767|миныгла̄луӈкве|разлетаться|
1768|мир|народ|
1769|мир|общество|
1770|миргалтахтуӈкве|загреметь|
1771|миргуӈкве|греметь|
1772|миркол|сельсовет|
1773|миркол|администрация|
1774|мис|корова|
1775|мис пы̄грись|телёнок|
1776|мисвой|масло|коровье
1777|мислы|смешанный кедровый лес|
1778|мӯйлалтаӈкве|угощать|
1779|мӯйлупса|подарок|
1780|мӯйлупса|награда|
1781|мӯйлуптаӈкве|подарить|
1782|мӯйлуптаӈкве|наградить|
1783|мӯйлуӈкве|гостить|
1784|мӯйнэ|гостья|
1785|мӯйхум|гость|
1786|мӯлгуӈкве|клубиться|о дыме
1787|мӯлгуӈкве|о паре|
1788|мо̄йт|сказка|
1789|мо̄йтак|мыло|
1790|мо̄йтакыӈ|мыльный|
1791|мо̄йтуӈкве|рассказывать сказки|
1792|мо̄л|прошлый|
1793|мо̄лал|тогда|
1794|мо̄лал|недавно|
1795|мо̄лты|прошлый|
1796|мо̄лхо̄тал|вчера|
1797|мо̄рмыӈ|сборчатый|
1798|мо̄рсыӈ|редкий|
1799|мо̄ртмил|измерение|
1800|мо̄ртуӈкве|измерить|
1801|мо̄ртыглаӈкве|измерять|
1802|мо̄ртым ма̄|юг|
1803|мо̄ртым ма̄|южная страна|
1804|мо̄ртыс||нареч.
1805|мо̄ртыс|в пору|
1806|мо̄ртыс|в самый раз|
1807|мо̄рум|складка|
1808|мо̄т|другой|
1809|мо̄т|чужой|
1810|мо̄тан|другой|
1811|мо̄тхо̄тал|послезавтра|
1812|мо̄тхо̄тпа|чужой|
1813|мо̄тынтыг|на следующий год|
1814|мольсяӈ|малица|
1815|молямлаӈкве|торопиться|
1816|молямлаӈкве|спешить|
1817|молямтахтуӈкве|торопиться|
1818|молямтахтуӈкве|спешить|
1819|молямтаӈкве|торопить|
1820|молях|быстрый|
1821|молях|скорый|
1822|молях|нареч. быстро|
1823|молях|скоро|
1824|моляхыл||нареч.
1825|моляхыл|скоро|
1826|морах|морошка|
1827|моргуӈкве|хрустеть|
1828|мори|зря|
1829|мори|попусту|
1830|мос|болезнь|
1831|мос|хворь|
1832|мосмуӈкве|заболеть|
1833|мосыӈ|больной|
1834|мось||нареч.
1835|мось|немного|
1836|мосься||нареч.
1837|мосься|мало|
1838|мосьсял||нареч.
1839|мосьсял|понемногу|
1840|мосьсямаӈкве|уменьшиться|
1841|мосьсямта̄лыглаӈкве|уменьшать|
1842|мосьсямтаӈкве|уменьшить|
1843|мотыт|второй|
1844|мотыт|следующий|
1845|мохлыл|узел|
1846|мохсыӈ|муксун|рыба
1847|ӯмпи|ковш|
1848|мӯра|рог молодого оленя|
1849|мӯрмуӈкве|нырнуть|
1850|мӯрсуӈкве|нырять|
1851|мӯстуӈкве|нравиться|
1852|мӯсхал|аккуратный|
1853|мӯсхал|тщательный|
1854|мӯсхалы̄г|аккуратно|
1855|мӯсхалы̄г|тщательно|
1856|ӯмуӈкве|черпать|
1857|мувала̄нтуӈкве|посмеиваться|
1858|мувалаӈкве|засмеяться|
1859|мувиньт|смех|
1860|мувиньтаптуӈкве|рассмешить|
1861|мувиньтаптуӈкве|насмешить|
1862|мувиньтаӈкве|смеяться|
1863|мули|косяк|
1864|мули|стая|рыб
1865|мулум|шаловливый|
1866|мулумлан а̄гирись|шалунья|
1867|мулумлан пы̄грись|шалун|
1868|мулумлаӈкве|шалить|
1869|мулумлаӈкве|баловаться|
1870|мулы|передний|о внутренней части помещения
1871|мутра|мудрость|
1872|мутраӈхум|мудрец|
1873|мутраӈхум|волшебник|
1874|ӯн|столб рыболовного запора|
1875|на̄й|огонь|
1876|на̄йвой|нефть|
1877|на̄йив|дрова|
1878|на̄йн тыттуӈкве|сжечь|
1879|на̄йне̄лум|пламя|
1880|на̄йтэм|гарь|выжженный лес
1881|на̄йӈтуйт|поезд|
1882|на̄йӈха̄п|пароход|
1883|на̄йӈха̄п|теплоход|
1884|на̄лваль||нареч.
1885|на̄лваль|на реку|
1886|на̄лваль|к реке|с берега
1887|на̄лкуӈкве|очистить ствол от ветвей|
1888|на̄лми|прибрежный|
1889|на̄лув-ва̄глуӈкве|спуститься|с берега
1890|на̄лув-нарыгтахтуӈкве|оттолкнуться|от берега
1891|на̄лув-тагатаӈкве|повесить|котёл над костром
1892|на̄лув-тотуӈкве|отнести на берег|к водоёму
1893|на̄лув-туясаӈкве|толкнуть по направлению к водоёму|
1894|на̄пар|сверло|
1895|на̄талта̄луӈкве|плыть|по течению
1896|на̄туӈкве|нести течением|
1897|на̄туӈкве|плыть по течению|
1898|на̄хваса̄лыглаӈкве|клевать|
1899|на̄хвасаӈкве|клюнуть|
1900|на̄хвуӈкве|клевать|
1901|на̄хвуӈкве|долбить|клювом
1902|на̄ӈк|лиственница|
1903|на̄ӈкта̄л|невидимый|
1904|на̄ӈкуӈкве|виднеться|
1905|наӈкасьлаӈкве|виднеться|
1906|нагуӈкве|тронуть|
1907|нагуӈкве|потревожить|
1908|нагхатуӈкве|трогать|
1909|нагхатуӈкве|касаться|
1910|нагыглаӈкве|потрогать|
1911|нагыглаӈкве|потревожить|
1912|нак|1.сустав|
1913|нак|случай|
1914|нал|черенок|
1915|нал|рукоятка|
1916|налыман|сорок|
1917|налыманыт|сороковой|
1918|нам|имя|
1919|нам|название|
1920|намаяӈкве|назвать|
1921|намаяӈкве|наименовать|
1922|намта̄л|безымянный|
1923|намталаӈкве|дразнить|
1924|намталаӈкве|давать прозвище|
1925|намтуӈкве|назвать|
1926|намтуӈкве|наименовать|
1927|намыл||нареч.
1928|намыл|нарочно|
1929|намыл|умышленно|
1930|намыл пинуӈкве|наименовать|
1931|намыл пинуӈкве|дать имя|
1932|нарумтахтуӈкве|оттолкнуться|
1933|нарумтаӈкве|толкнуть|
1934|нарыгта̄лыглаӈкве|толкать|
1935|нарыӈ-карыӈ|дерзкий|
1936|нас|простой|
1937|насати|оказывается|
1938|насати|на самом деле|
1939|наскассы̄г|напрасно|
1940|наскассы̄г|попусту|
1941|не̄выр|жеребёнок|
1942|не̄лмасьлаӈкве|говорить неправду|
1943|не̄лум|язык|орган речи
1944|не̄р|пена|
1945|не̄рыӈ|пенистый|
1946|нё̄влиӈ-тэ̄пыӈ|полный|
1947|нё̄выль|мясо|
1948|нё̄рыглаӈкве|литься|
1949|нё̄рыглаӈкве|тянуться|о стае птиц
1950|нё̄рых|молодая поросль|
1951|нё̄рых|побег|растений
1952|нё̄тмил|помощь|
1953|нё̄тнэ|красивый|
1954|нё̄тта̄л|некрасивый|
1955|нё̄тумтаӈкве|прибавить|
1956|нё̄тумтаӈкве|добавить|
1957|нё̄туӈкве|помочь|
1958|нё̄туӈкве|прибавить|
1959|нё̄тхатуӈкве|помогать|
1960|нё̄тыгла̄луӈкве|помогать|
1961|нё̄тыгла̄луӈкве|поддерживать|
1962|нё̄тылтахтуӈкве|красоваться|
1963|нёвитахтуӈкве|качаться|
1964|нёвитаӈкве|качать|
1965|нёвлитаӈкве|пополнеть|
1966|нёвсалтахтуӈкве|зашевелиться|
1967|нёвсалтаӈкве|пошевелить|
1968|нёвсатта̄л|неподвижный|
1969|нёвсуӈкве|шевелиться|
1970|нёвумтаптуӈкве|двинуть|
1971|нёвумтаптуӈкве|шевельнуть|
1972|нёвумтаптыгла̄луӈкве|двигать|
1973|нёвумтаптыгла̄луӈкве|шевелить|
1974|нёвумтаӈкве|двинуться|
1975|нёвумтаӈкве|тронуться в путь|
1976|нёвумтаӈкве|шевельнуться|
1977|нёл|нос|
1978|нёлантахтуӈкве|облизываться|
1979|нёлантаӈкве|лизать|
1980|нёлат|нюх|
1981|нёлат|обоняние|
1982|нёлква̄лыг|вожжи|
1983|нёлолов|восемь|
1984|нёлоловит|восьмой|
1985|нёлоловса̄т|восемьсот|
1986|нёлоловса̄тыт|восьмисотый|
1987|нёлоловхуйплов|восемнадцать|
1988|нёлоловхуйпловит|восемнадцатый|
1989|нёлса̄т|восемьдесят|
1990|нёлсамас|ноздря|
1991|нёлсатыт|восьмидесятый|
1992|нёлсори|переносица|
1993|нёлувъяӈкве|лизнуть|
1994|нёмса|скромный|
1995|нёмса|покорный|
1996|нёплув|не плюй|
1997|нёрамы̄г|плавно|
1998|нёрмыгтаӈкве|поползти|
1999|нёрсуӈкве|ползать|
2000|нёруӈкве|ползти|
2001|нёсарта̄луӈкве|морщить|
2002|нёхыс|соболь|
2003|нила|четыре|
2004|ниласа̄т|четыреста|
2005|нилахуйплов|четырнадцать|
2006|нилахуйпловит|четырнадцатый|
2007|нилыт|четвёртый|
2008|нильсуп|скребок для чистки рыбы|
2009|нильталахтуӈкве|царапаться|обо что-либо твёрдое
2010|нильталаӈкве|царапать|
2011|нильтаӈ|яр|
2012|нилюӈкве|чистить|рыбу
2013|нимсаре̄ква|паук|
2014|нир|прут|
2015|нирсяхыл|куст|
2016|нирталахтуӈкве|заниматься грабежом|
2017|нирталаӈкве|грабить|
2018|нисыг|молока|
2019|нисьта|необученный|об олене
2020|ӯнлахо̄луӈкве|посиживать|
2021|ӯнлуӈкве|сидеть|
2022|ӯнлуӈкве|стоять|о предметах объёмистых
2023|ӯнлуӈкве|широких|
2024|ӯнлуӈкве|массивных|
2025|ӯнлыглаӈкве|сидеть|неоднократно
2026|но̄х-а̄лмаяӈкве|приподнять|
2027|но̄х-а̄лмаяӈкве|поднять|
2028|но̄х-атуӈкве|собрать|с земли
2029|но̄х-ва̄ӈкуӈкве|выкарабкаться|
2030|но̄х-во̄ртумтахтуӈкве|подняться|
2031|но̄х-во̄ртумтахтуӈкве|вскочить|
2032|но̄х-ква̄луӈкве|встать|
2033|но̄х-ква̄луӈкве|подняться|
2034|но̄х-лапуӈкве|взойти|о солнце
2035|но̄х-лапуӈкве|взлететь|
2036|но̄х-лю̄люӈкве|встать|на ноги
2037|но̄х-масуӈкве|надеть|одежду
2038|но̄х-масуӈкве|обувь|
2039|но̄х-нэ̄глуӈкве|взойти|о солнце
2040|но̄х-патуӈкве|победить|
2041|но̄х-пе̄лаяӈкве|воспламениться|
2042|но̄х-порыгма̄луӈкве|подпрыгнуть|
2043|но̄х-рохтуптаӈкве|потревожить|во время сна
2044|но̄х-са̄йкатаӈкве|разбудить|
2045|но̄х-се̄лтумтаӈкве|вскинуть|
2046|но̄х-се̄лтумтаӈкве|подбросить|
2047|но̄х-тагматуӈкве|повесить|
2048|но̄х-тыламлаӈкве|вспорхнуть|
2049|но̄х-тыламлаӈкве|взлететь|
2050|но̄х-ха̄ӈхуӈкве|взобраться|
2051|но̄х-хартуӈкве|вытянуть|
2052|но̄х-хартуӈкве|подтянуть|
2053|но̄х-хилуӈкве|выкопать|
2054|но̄х-хораяӈкве|вспыхнуть|
2055|но̄х-хулиглаӈкве|всплыть|на поверхность воды
2056|но̄х-яныгмаӈкве|вырасти|
2057|но̄х-ӯрмыгтаӈкве|поддержать|не дать упасть
2058|но̄хасьлаӈкве|прихрамывать|
2059|но̄хуӈкве|хромать|
2060|но̄ӈхаль|вверх|
2061|новтуп|скребок|для выделки кожи
2062|новтуӈкве|скрести|
2063|новтуӈкве|скоблить|скребком
2064|нолвит|наледь|
2065|номсахтуӈкве|раздумывать|
2066|номсуӈкве|думать|
2067|номсуӈкве|мыслить|
2068|номсыглаӈкве|размышлять|
2069|номт|ум|
2070|номт|мысль|
2071|номт|память|
2072|номтта̄л|безумный|
2073|номтта̄л|бестолковый|
2074|номтыл|наизусть|
2075|номтыӈ|умный|
2076|номуӈкве|помнить|
2077|номылмаптуӈкве|напомнить|
2078|номылматуӈкве|вспомнить|
2079|номылматуӈкве|придумать|
2080|номылматыгла̄луӈкве|вспоминать|
2081|номылматыгла̄луӈкве|придумывать|
2082|нор|бревно|
2083|норма|полка|
2084|нортгала̄луӈкве|расстилать|
2085|нортуӈкве|стлать|
2086|нортхатуӈкве|стлаться|
2087|нот|век|
2088|нотыӈ|вечный|
2089|ӯнс|нельма|рыба
2090|ӯнтмит|просека|
2091|ӯнттуӈкве|сажать|
2092|ӯнттуӈкве|ставить|
2093|ӯнттуӈкве|строить|
2094|ӯнттуӈкве|сеять|
2095|ӯнтуӈкве|сесть|
2096|ӯнтуӈкве|свернуться|о молоке
2097|ӯнтыгла̄луӈкве|садиться|
2098|ӯнтыгпа̄лыглаӈкве|присаживаться|
2099|ӯнтыгпаӈкве|присесть|
2100|нуй|сукно|
2101|нуй сахи|шуба|из сукна
